CaseAcc,Animal,DateCollected,Age,Sex,waypoint,Measurement,MeasureValue,MeasurementUnit
25613-50,Snapper: Bluestriped,11/8/18,Adult,Female,Barbers Point Outfall,Total length,18.4,cm
25613-50,Snapper: Bluestriped,11/8/18,Adult,Female,Barbers Point Outfall,Weight carcass,97,g
25613-50,Snapper: Bluestriped,11/8/18,Adult,Female,Barbers Point Outfall,Weight liver,0.17,g
25613-44,Snapper: Bluestriped,11/8/18,Adult,Male,Barbers Point Outfall,Fork length,21.4,cm
25613-44,Snapper: Bluestriped,11/8/18,Adult,Male,Barbers Point Outfall,Total length,22.2,cm
25613-44,Snapper: Bluestriped,11/8/18,Adult,Male,Barbers Point Outfall,Weight carcass,175,g
25613-44,Snapper: Bluestriped,11/8/18,Adult,Male,Barbers Point Outfall,Weight liver,1.425,g
25613-41,Snapper: Bluestriped,11/8/18,Adult,Male,Barbers Point Outfall,Fork length,20.8,cm
25613-41,Snapper: Bluestriped,11/8/18,Adult,Male,Barbers Point Outfall,Total length,22,cm
25613-41,Snapper: Bluestriped,11/8/18,Adult,Male,Barbers Point Outfall,Weight carcass,160,g
25613-41,Snapper: Bluestriped,11/8/18,Adult,Male,Barbers Point Outfall,Weight liver,1.07,g
25626-59,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Fork length,22.6,cm
25626-59,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Total length,23.9,cm
25626-59,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight carcass,198.2,g
25626-59,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight liver,1.647,g
25626-51,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Fork length,22.7,cm
25626-51,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Total length,23.9,cm
25626-51,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight carcass,197.3,g
25626-51,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight liver,1.262,g
25626-52,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Fork length,24.1,cm
25626-52,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Total length,25.1,cm
25626-52,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight carcass,260.6,g
25626-52,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight liver,2.621,g
25626-53,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Fork length,19.4,cm
25626-53,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Total length,20.3,cm
25626-53,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight carcass,119.2,g
25626-53,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight liver,0.851,g
25626-54,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Fork length,21.8,cm
25626-54,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Total length,23.2,cm
25626-54,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight carcass,164.6,g
25626-54,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight liver,0.898,g
25626-55,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Fork length,20.5,cm
25626-55,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Total length,21.6,cm
25626-55,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight carcass,136,g
25626-55,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight liver,1.066,g
25626-56,Snapper: Bluestriped,5/2/19,Adult,Female,Barbers Point Outfall,Fork length,19.5,cm
25626-56,Snapper: Bluestriped,5/2/19,Adult,Female,Barbers Point Outfall,Total length,20.5,cm
25626-56,Snapper: Bluestriped,5/2/19,Adult,Female,Barbers Point Outfall,Weight carcass,117.9,g
25626-56,Snapper: Bluestriped,5/2/19,Adult,Female,Barbers Point Outfall,Weight liver,0.698,g
25626-58,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Fork length,21.3,cm
25626-58,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Total length,22.6,cm
25626-58,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight carcass,167,g
25626-58,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight liver,1.274,g
25626-60,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Fork length,27.2,cm
25626-60,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Total length,29.1,cm
25626-60,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight carcass,364.2,g
25626-60,Snapper: Bluestriped,5/2/19,Adult,Male,Barbers Point Outfall,Weight liver,2.126,g
25626-57,Snapper: Bluestriped,5/2/19,Adult,Female,Barbers Point Outfall,Fork length,20.5,cm
25626-57,Snapper: Bluestriped,5/2/19,Adult,Female,Barbers Point Outfall,Total length,21.7,cm
25626-57,Snapper: Bluestriped,5/2/19,Adult,Female,Barbers Point Outfall,Weight carcass,144.1,g
25626-57,Snapper: Bluestriped,5/2/19,Adult,Female,Barbers Point Outfall,Weight liver,1.066,g
25715-56,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Fork length,20.5,cm
25715-56,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Total length,21.7,cm
25715-56,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight carcass,145,g
25715-56,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight liver,0.895,g
25715-60,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Fork length,22.7,cm
25715-60,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Total length,23.8,cm
25715-60,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight carcass,209.1,g
25715-60,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight liver,1.813,g
25715-51,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Fork length,20.8,cm
25715-51,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Total length,22.2,cm
25715-51,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight carcass,151.4,g
25715-51,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight liver,1.1,g
25715-52,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Fork length,22.7,cm
25715-52,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Total length,24.4,cm
25715-52,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight carcass,209.4,g
25715-52,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight liver,1.493,g
25715-53,Snapper: Bluestriped,4/23/20,Adult,Female,Barbers Point Outfall,Fork length,19,cm
25715-53,Snapper: Bluestriped,4/23/20,Adult,Female,Barbers Point Outfall,Total length,20,cm
25715-53,Snapper: Bluestriped,4/23/20,Adult,Female,Barbers Point Outfall,Weight carcass,117.2,g
25715-53,Snapper: Bluestriped,4/23/20,Adult,Female,Barbers Point Outfall,Weight liver,0.888,g
25715-59,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Fork length,21.8,cm
25715-59,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Total length,23.1,cm
25715-59,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight carcass,181.7,g
25715-59,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight liver,1.678,g
25715-55,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Fork length,24.7,cm
25715-55,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Total length,26.3,cm
25715-55,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight carcass,243.8,g
25715-55,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight liver,1.175,g
25715-57,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Fork length,19.9,cm
25715-57,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Total length,21,cm
25715-57,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight carcass,140.6,g
25715-57,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight liver,1.12,g
25715-58,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Fork length,22,cm
25715-58,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Total length,23.4,cm
25715-58,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight carcass,192.7,g
25715-58,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight liver,1.73,g
25715-54,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Fork length,20.6,cm
25715-54,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Total length,21.7,cm
25715-54,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight carcass,150,g
25715-54,Snapper: Bluestriped,4/23/20,Adult,Male,Barbers Point Outfall,Weight liver,1.308,g
25764-53,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Fork length,19.4,cm
25764-53,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Total length,20.4,cm
25764-53,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Weight carcass,131.7,g
25764-53,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Weight liver,0.966,g
25764-51,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Fork length,22.1,cm
25764-51,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Total length,23.6,cm
25764-51,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Weight carcass,176.7,g
25764-51,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Weight liver,1.316,g
25764-52,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Fork length,20.7,cm
25764-52,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Total length,21.8,cm
25764-52,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Weight carcass,147.8,g
25764-52,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Weight liver,0.894,g
25764-54,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Fork length,22.4,cm
25764-54,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Total length,23.3,cm
25764-54,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Weight carcass,179.9,g
25764-54,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Weight liver,0.923,g
25764-55,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Fork length,23,cm
25764-55,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Total length,24.5,cm
25764-55,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Weight carcass,210.4,g
25764-55,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Weight liver,1.277,g
25764-56,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Fork length,20.2,cm
25764-56,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Total length,21.4,cm
25764-56,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Weight carcass,133.1,g
25764-56,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Weight liver,1.02,g
25764-57,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Fork length,21.8,cm
25764-57,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Total length,23.2,cm
25764-57,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Weight carcass,179.6,g
25764-57,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Weight liver,1.008,g
25764-58,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Fork length,21.5,cm
25764-58,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Total length,22.8,cm
25764-58,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Weight carcass,163.9,g
25764-58,Snapper: Bluestriped,2/12/21,Adult,Male,Barbers Point Outfall,Weight liver,0.986,g
25764-60,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Fork length,21.2,cm
25764-60,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Total length,22,cm
25764-60,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Weight carcass,149.7,g
25764-60,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Weight liver,0.767,g
25764-59,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Fork length,20.6,cm
25764-59,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Total length,21.9,cm
25764-59,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Weight carcass,134.6,g
25764-59,Snapper: Bluestriped,2/12/21,Adult,Female,Barbers Point Outfall,Weight liver,1.206,g
15445-9,Snapper: Bluestriped,4/23/01,Unknown,Male,Barbers Point Outfall,Weight carcass,353.8,g
15445-9,Snapper: Bluestriped,4/23/01,Unknown,Male,Barbers Point Outfall,Weight liver,1.83,g
15445-9,Snapper: Bluestriped,4/23/01,Unknown,Male,Barbers Point Outfall,Fork length,28.5,cm
15445-9,Snapper: Bluestriped,4/23/01,Unknown,Male,Barbers Point Outfall,Total length,30.3,cm
15445-10,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Weight carcass,243.8,g
15445-10,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Weight liver,1.214,g
15445-10,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Fork length,25,cm
15445-10,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Total length,26,cm
15445-8,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Weight carcass,163.5,g
15445-8,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Weight liver,1.126,g
15445-8,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Fork length,21.5,cm
15445-8,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Total length,22.7,cm
15445-7,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Weight carcass,169.1,g
15445-7,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Weight liver,1.668,g
15445-7,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Fork length,21.5,cm
15445-7,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Total length,22.5,cm
15445-6,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Weight carcass,206.9,g
15445-6,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Weight liver,1.177,g
15445-6,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Fork length,22.5,cm
15445-6,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Total length,23.2,cm
15445-5,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Weight carcass,268,g
15445-5,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Weight liver,1.863,g
15445-5,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Fork length,25.5,cm
15445-5,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Total length,27.5,cm
15445-4,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Weight carcass,254.9,g
15445-4,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Weight liver,1.621,g
15445-4,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Fork length,25.5,cm
15445-4,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Total length,27.5,cm
15445-3,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Weight carcass,185.6,g
15445-3,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Weight liver,2.17,g
15445-3,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Fork length,23,cm
15445-3,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Total length,24,cm
15445-2,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Weight carcass,210.8,g
15445-2,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Weight liver,2.113,g
15445-2,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Fork length,24,cm
15445-2,Snapper: Bluestriped,4/23/01,Adult,Female,Barbers Point Outfall,Total length,25.5,cm
15445-1,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Weight carcass,339.2,g
15445-1,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Weight liver,2.874,g
15445-1,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Fork length,28.3,cm
15445-1,Snapper: Bluestriped,4/23/01,Adult,Male,Barbers Point Outfall,Total length,29.3,cm
17554-6,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Weight carcass,233.8,g
17554-6,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Weight liver,2.131,g
17554-6,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Fork length,23.5,cm
17554-6,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Total length,24,cm
17554-9,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Weight carcass,192.6,g
17554-9,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Weight liver,1.476,g
17554-9,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Fork length,22.5,cm
17554-9,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Total length,23,cm
17554-8,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Weight carcass,291.2,g
17554-8,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Weight liver,1.85,g
17554-8,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Fork length,25.5,cm
17554-8,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Total length,26,cm
17554-10,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Weight carcass,326,g
17554-10,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Weight liver,1.638,g
17554-10,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Fork length,27,cm
17554-10,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Total length,28.5,cm
17554-7,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Weight carcass,283.4,g
17554-7,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Weight liver,1.522,g
17554-7,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Fork length,25.5,cm
17554-7,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Total length,26,cm
17554-4,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Weight carcass,220.5,g
17554-4,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Weight liver,1.61,g
17554-4,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Fork length,23.5,cm
17554-4,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Total length,24,cm
17554-3,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Weight carcass,257.4,g
17554-3,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Weight liver,1.876,g
17554-3,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Fork length,24.5,cm
17554-3,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Total length,25,cm
17554-1,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Weight carcass,281.8,g
17554-1,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Weight liver,2.806,g
17554-1,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Fork length,25.5,cm
17554-1,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Total length,26,cm
17554-5,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Weight carcass,173.8,g
17554-5,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Weight liver,1.557,g
17554-5,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Fork length,21.5,cm
17554-5,Snapper: Bluestriped,4/11/02,Adult,Male,Barbers Point Outfall,Total length,22,cm
17554-2,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Weight carcass,162.7,g
17554-2,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Weight liver,1.045,g
17554-2,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Fork length,21,cm
17554-2,Snapper: Bluestriped,4/11/02,Adult,Female,Barbers Point Outfall,Total length,21.5,cm
17651-4,Snapper: Bluestriped,1/30/03,Adult,Male,Barbers Point Outfall,Weight carcass,163.9,g
17651-4,Snapper: Bluestriped,1/30/03,Adult,Male,Barbers Point Outfall,Weight liver,1.256,g
17651-4,Snapper: Bluestriped,1/30/03,Adult,Male,Barbers Point Outfall,Fork length,21,cm
17651-4,Snapper: Bluestriped,1/30/03,Adult,Male,Barbers Point Outfall,Total length,22,cm
17651-10,Snapper: Bluestriped,1/30/03,Adult,Female,Barbers Point Outfall,Weight carcass,176.1,g
17651-10,Snapper: Bluestriped,1/30/03,Adult,Female,Barbers Point Outfall,Weight liver,1.745,g
17651-10,Snapper: Bluestriped,1/30/03,Adult,Female,Barbers Point Outfall,Fork length,21.5,cm
17651-10,Snapper: Bluestriped,1/30/03,Adult,Female,Barbers Point Outfall,Total length,22,cm
17651-9,Snapper: Bluestriped,1/30/03,Adult,Male,Barbers Point Outfall,Weight carcass,281.7,g
17651-9,Snapper: Bluestriped,1/30/03,Adult,Male,Barbers Point Outfall,Weight liver,1.792,g
17651-9,Snapper: Bluestriped,1/30/03,Adult,Male,Barbers Point Outfall,Fork length,25.5,cm
17651-9,Snapper: Bluestriped,1/30/03,Adult,Male,Barbers Point Outfall,Total length,26,cm
17651-8,Snapper: Bluestriped,1/30/03,Adult,Male,Barbers Point Outfall,Weight carcass,239.4,g
17651-8,Snapper: Bluestriped,1/30/03,Adult,Male,Barbers Point Outfall,Weight liver,2.928,g
